OBJECTID,Shape,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,City,Shape_Length,Shape_Area
362,,26,163,542400,3,261635424003,Block Group 3,G5030,S,263938,0,+42.3933919,-083.2043787,Detroit,7816.067555,2840686.941
363,,26,163,542400,2,261635424002,Block Group 2,G5030,S,238953,0,+42.3892962,-083.2052573,Detroit,6434.8134,2571795.396
364,,26,163,542400,1,261635424001,Block Group 1,G5030,S,183077,0,+42.3893642,-083.2003797,Detroit,5724.765871,1970418.585
365,,26,163,542300,2,261635423002,Block Group 2,G5030,S,255732,0,+42.3961459,-083.2025418,Detroit,8197.976988,2752378.935
366,,26,163,542300,1,261635423001,Block Group 1,G5030,S,186033,0,+42.3990528,-083.2007256,Detroit,5799.956739,2002233.142
367,,26,163,535300,5,261635353005,Block Group 5,G5030,S,952066,0,+42.3764067,-083.1898994,Detroit,13829.00015,10246904.48
368,,26,163,537300,2,261635373002,Block Group 2,G5030,S,461506,0,+42.3827877,-083.1948686,Detroit,11460.66901,4967080.792
369,,26,163,536200,2,261635362002,Block Group 2,G5030,S,433045,0,+42.4144882,-083.1651423,Detroit,9690.146081,4660739.195
370,,26,163,501000,3,261635010003,Block Group 3,G5030,S,270075,0,+42.4216675,-082.9587746,Detroit,7026.714435,2906727.3
371,,26,163,525800,2,261635258002,Block Group 2,G5030,S,326487,0,+42.3337338,-083.1254789,Detroit,7818.970798,3513959.308
372,,26,163,527300,1,261635273001,Block Group 1,G5030,S,441610,0,+42.3474839,-083.1153131,Detroit,9039.240322,4752999.839
373,,26,163,539200,5,261635392005,Block Group 5,G5030,S,238527,0,+42.4429827,-083.1782259,Detroit,6438.197021,2567167.098
374,,26,163,539200,4,261635392004,Block Group 4,G5030,S,192053,0,+42.4430855,-083.1733504,Detroit,5867.042751,2066993.222
375,,26,163,539200,1,261635392001,Block Group 1,G5030,S,199076,0,+42.4395006,-083.1758866,Detroit,6902.595788,2142573.942
376,,26,163,539100,2,261635391002,Block Group 2,G5030,S,281904,0,+42.4420559,-083.1689700,Detroit,7446.435765,3034041.607
377,,26,163,539100,1,261635391001,Block Group 1,G5030,S,340544,0,+42.4423071,-083.1640749,Detroit,7973.600504,3665129.966
378,,26,163,539000,4,261635390004,Block Group 4,G5030,S,216906,0,+42.4421889,-083.1597388,Detroit,7076.996889,2334486.027
379,,26,163,539000,3,261635390003,Block Group 3,G5030,S,311831,0,+42.4422625,-083.1557834,Detroit,7849.880303,3356118.093
380,,26,163,539000,2,261635390002,Block Group 2,G5030,S,322924,0,+42.4420781,-083.1509774,Detroit,8533.298047,3475477.576
381,,26,163,539000,1,261635390001,Block Group 1,G5030,S,456073,0,+42.4426611,-083.1453128,Detroit,9314.260187,4908539.601
382,,26,163,538900,4,261635389004,Block Group 4,G5030,S,309806,0,+42.4332444,-083.1564741,Detroit,7636.431044,3334332.613
383,,26,163,538900,3,261635389003,Block Group 3,G5030,S,353263,0,+42.4333696,-083.1467437,Detroit,8308.012623,3802057.451
384,,26,163,538900,2,261635389002,Block Group 2,G5030,S,448923,0,+42.4369634,-083.1486891,Detroit,10105.25742,4831571.27
385,,26,163,538900,1,261635389001,Block Group 1,G5030,S,174039,0,+42.4368179,-083.1584162,Detroit,5496.064451,1873109.239
386,,26,163,538800,2,261635388002,Block Group 2,G5030,S,211625,0,+42.4348743,-083.1692394,Detroit,6979.169744,2277648.228
387,,26,163,538800,1,261635388001,Block Group 1,G5030,S,449323,0,+42.4350756,-083.1643651,Detroit,8924.105481,4835894.387
388,,26,163,538700,2,261635387002,Block Group 2,G5030,S,359672,0,+42.4212712,-083.1681721,Detroit,8985.940553,3871021.112
389,,26,163,538700,1,261635387001,Block Group 1,G5030,S,452728,0,+42.4213879,-083.1632978,Detroit,9572.284188,4872567.624
390,,26,163,538600,6,261635386006,Block Group 6,G5030,S,259090,0,+42.4260126,-083.1568363,Detroit,6880.086223,2788495.177
391,,26,163,538600,5,261635386005,Block Group 5,G5030,S,258136,0,+42.4295969,-083.1569713,Detroit,6867.47969,2778230.842
392,,26,163,538600,4,261635386004,Block Group 4,G5030,S,200296,0,+42.4296565,-083.1499493,Detroit,5916.116418,2155705.879
393,,26,163,538600,3,261635386003,Block Group 3,G5030,S,201729,0,+42.4260911,-083.1497910,Detroit,5940.422166,2171135.358
394,,26,163,538600,2,261635386002,Block Group 2,G5030,S,179700,0,+42.4261703,-083.1439779,Detroit,5576.125517,1934053.274
395,,26,163,538600,1,261635386001,Block Group 1,G5030,S,178573,0,+42.4297614,-083.1441504,Detroit,5556.646824,1921908.366
396,,26,163,538500,6,261635385006,Block Group 6,G5030,S,143651,0,+42.4205704,-083.1594399,Detroit,6451.044224,1546054.203
397,,26,163,542200,4,261635422004,Block Group 4,G5030,S,213977,0,+42.4067037,-083.2097068,Detroit,6132.500672,2302970.047
398,,26,163,542200,3,261635422003,Block Group 3,G5030,S,212683,0,+42.4030774,-083.2095533,Detroit,6109.342434,2289035.893
399,,26,163,542200,2,261635422002,Block Group 2,G5030,S,259779,0,+42.4033047,-083.2025007,Detroit,6829.182857,2795907.548
400,,26,163,542200,1,261635422001,Block Group 1,G5030,S,241637,0,+42.4069245,-083.2028027,Detroit,6668.049644,2600673.944
401,,26,163,542100,6,261635421006,Block Group 6,G5030,S,211000,0,+42.4101985,-083.2150831,Detroit,6091.715078,2270938.869
402,,26,163,542100,5,261635421005,Block Group 5,G5030,S,244991,0,+42.4135495,-083.2156589,Detroit,8972.14923,2636736.709
403,,26,163,542100,4,261635421004,Block Group 4,G5030,S,201614,0,+42.4121195,-083.2104187,Detroit,6915.663672,2169910.365
404,,26,163,542100,3,261635421003,Block Group 3,G5030,S,213073,0,+42.4115953,-083.2070742,Detroit,7591.233365,2293254.668
405,,26,163,542100,2,261635421002,Block Group 2,G5030,S,177100,0,+42.4104855,-083.2017902,Detroit,5523.876828,1906071.812
406,,26,163,542100,1,261635421001,Block Group 1,G5030,S,251774,0,+42.4140708,-083.2030249,Detroit,6739.840214,2709756.372
407,,26,163,514200,1,261635142001,Block Group 1,G5030,S,312359,0,+42.3821854,-083.0047876,Detroit,7349.983425,3361840.832
408,,26,163,514200,2,261635142002,Block Group 2,G5030,S,207080,0,+42.3864789,-083.0072905,Detroit,6396.466332,2228764.919
409,,26,163,514300,2,261635143002,Block Group 2,G5030,S,546831,0,+42.3879243,-082.9957510,Detroit,11409.66617,5885458.391
410,,26,163,514300,1,261635143001,Block Group 1,G5030,S,924976,0,+42.3906584,-082.9872595,Detroit,14264.47541,9955367.651
411,,26,163,514100,1,261635141001,Block Group 1,G5030,S,312688,0,+42.3775829,-082.9883013,Detroit,7333.397201,3365416.924
412,,26,163,514100,2,261635141002,Block Group 2,G5030,S,295390,0,+42.3818652,-082.9911962,Detroit,7150.806738,3179224.159
413,,26,163,513900,3,261635139003,Block Group 3,G5030,S,349699,0,+42.3697804,-082.9895528,Detroit,8191.361322,3763778.161
414,,26,163,513900,2,261635139002,Block Group 2,G5030,S,467889,0,+42.3719602,-082.9844559,Detroit,9238.265488,5035830.738
415,,26,163,513900,1,261635139001,Block Group 1,G5030,S,468700,0,+42.3742858,-082.9788370,Detroit,9350.180725,5044567.435
416,,26,163,513600,1,261635136001,Block Group 1,G5030,S,512760,0,+42.3674105,-082.9766544,Detroit,9508.681135,5518800.966
417,,26,163,513700,2,261635137002,Block Group 2,G5030,S,574780,0,+42.3683940,-082.9533886,Detroit,11404.95099,6186331.477
418,,26,163,525000,3,261635250003,Block Group 3,G5030,S,1088773,0,+42.3016824,-083.1056176,Detroit,13586.9736,11718524.23
419,,26,163,520800,1,261635208001,Block Group 1,G5030,S,1348294,686823,+42.3254678,-083.0537969,Detroit,22388.55869,21903999.06
420,,26,163,511400,1,261635114001,Block Group 1,G5030,S,721562,0,+42.3922805,-083.0734239,Detroit,12845.38885,7765995.906
421,,26,163,501500,5,261635015005,Block Group 5,G5030,S,562539,0,+42.4156417,-082.9315205,Detroit,10203.65695,6054449.313
422,,26,163,501400,4,261635014004,Block Group 4,G5030,S,443697,0,+42.4125858,-082.9403461,Detroit,10772.68387,4775387.083
423,,26,163,505000,1,261635050001,Block Group 1,G5030,S,554487,0,+42.4405058,-083.0081772,Detroit,12527.93018,5967719.615
424,,26,163,505000,2,261635050002,Block Group 2,G5030,S,203653,0,+42.4352748,-083.0102288,Detroit,7743.888192,2191821.394
425,,26,163,505400,3,261635054003,Block Group 3,G5030,S,396190,0,+42.4202446,-082.9928883,Detroit,8329.027337,4264055.508
426,,26,163,538500,5,261635385005,Block Group 5,G5030,S,144931,0,+42.4206023,-083.1572587,Detroit,6452.598157,1559832.488
427,,26,163,538500,4,261635385004,Block Group 4,G5030,S,155952,0,+42.4206322,-083.1549800,Detroit,6533.803617,1678465.362
428,,26,163,538500,3,261635385003,Block Group 3,G5030,S,160262,0,+42.4206746,-083.1525801,Detroit,6558.115267,1724835.397
429,,26,163,538500,2,261635385002,Block Group 2,G5030,S,181490,0,+42.4189526,-083.1436479,Detroit,5603.666811,1953310.464
430,,26,163,538500,1,261635385001,Block Group 1,G5030,S,179874,0,+42.4225701,-083.1438145,Detroit,5571.823628,1935924.015
431,,26,163,538400,3,261635384003,Block Group 3,G5030,S,314185,0,+42.4227229,-083.1361484,Detroit,7871.667729,3381474.065
432,,26,163,538400,2,261635384002,Block Group 2,G5030,S,348317,0,+42.4265054,-083.1360383,Detroit,10651.07668,3748812.221
433,,26,163,507100,4,261635071004,Block Group 4,G5030,S,379313,0,+42.4265371,-083.0749405,Detroit,11310.15465,4082389.366
434,,26,163,507100,1,261635071001,Block Group 1,G5030,S,211730,0,+42.4303727,-083.0744385,Detroit,6278.739292,2278768.323
435,,26,163,507000,3,261635070003,Block Group 3,G5030,S,337239,0,+42.4295967,-083.0686286,Detroit,8721.914416,3629602.249
436,,26,163,507000,2,261635070002,Block Group 2,G5030,S,489189,0,+42.4297749,-083.0623951,Detroit,10203.14499,5264977.873
437,,26,163,507000,1,261635070001,Block Group 1,G5030,S,359580,0,+42.4296775,-083.0558848,Detroit,8202.501421,3870021.052
438,,26,163,506900,4,261635069004,Block Group 4,G5030,S,201359,0,+42.4366174,-083.0689029,Detroit,6920.695877,2167146.182
439,,26,163,506900,3,261635069003,Block Group 3,G5030,S,200406,0,+42.4366850,-083.0658662,Detroit,6904.854309,2156904.695
440,,26,163,506900,2,261635069002,Block Group 2,G5030,S,210961,0,+42.4367413,-083.0627480,Detroit,6977.273713,2270491.473
441,,26,163,506900,1,261635069001,Block Group 1,G5030,S,210566,0,+42.4368060,-083.0595460,Detroit,6981.663602,2266241.753
442,,26,163,506800,2,261635068002,Block Group 2,G5030,S,313254,0,+42.4441162,-083.0790711,Detroit,7964.067121,3371408.092
443,,26,163,506800,1,261635068001,Block Group 1,G5030,S,227709,0,+42.4436447,-083.0746383,Detroit,7032.876279,2450742.472
444,,26,163,506800,4,261635068004,Block Group 4,G5030,S,190496,0,+42.4436834,-083.0713604,Detroit,6697.279044,2050246.14
445,,26,163,506700,1,261635067001,Block Group 1,G5030,S,935177,0,+42.4441868,-083.0465810,Detroit,12974.31059,10064932.85
446,,26,163,506600,4,261635066004,Block Group 4,G5030,S,293723,0,+42.4372046,-083.0413188,Detroit,7627.532202,3161239.954
447,,26,163,506600,3,261635066003,Block Group 3,G5030,S,234721,0,+42.4371011,-083.0453580,Detroit,7162.889004,2526208.492
448,,26,163,506600,2,261635066002,Block Group 2,G5030,S,449677,0,+42.4370111,-083.0505820,Detroit,8930.047904,4839704.764
449,,26,163,506600,1,261635066001,Block Group 1,G5030,S,258799,0,+42.4368828,-083.0559782,Detroit,7363.627812,2785330.812
450,,26,163,513300,1,261635133001,Block Group 1,G5030,S,1153527,1705828,+42.3585637,-082.9362028,Detroit,28333.58778,30775062.44
451,,26,163,513300,2,261635133002,Block Group 2,G5030,S,462912,0,+42.3626063,-082.9416919,Detroit,11566.68444,4982283.895
452,,26,163,513200,3,261635132003,Block Group 3,G5030,S,429539,0,+42.3647441,-082.9355971,Detroit,9366.811733,4623114.064
453,,26,163,513200,2,261635132002,Block Group 2,G5030,S,273853,0,+42.3701845,-082.9424205,Detroit,7514.455131,2947449.092
454,,26,163,513200,1,261635132001,Block Group 1,G5030,S,224503,0,+42.3714410,-082.9386027,Detroit,6900.574238,2416282.876
455,,26,163,512900,3,261635129003,Block Group 3,G5030,S,282068,0,+42.3761264,-082.9482540,Detroit,8158.98375,3035871.408
456,,26,163,512600,4,261635126004,Block Group 4,G5030,S,360436,0,+42.3801153,-082.9629577,Detroit,8806.554502,3879322.41
457,,26,163,512600,3,261635126003,Block Group 3,G5030,S,319568,0,+42.3813466,-082.9586485,Detroit,8115.240525,3439469.249
458,,26,163,512600,2,261635126002,Block Group 2,G5030,S,383864,0,+42.3827495,-082.9538573,Detroit,8379.925928,4131454.786
459,,26,163,512600,1,261635126001,Block Group 1,G5030,S,319854,0,+42.3842069,-082.9483441,Detroit,7768.891801,3442520.278
460,,26,163,512400,3,261635124003,Block Group 3,G5030,S,383769,0,+42.3900601,-082.9593354,Detroit,9331.713699,4130444.708
461,,26,163,512400,2,261635124002,Block Group 2,G5030,S,325737,0,+42.3910398,-082.9555246,Detroit,9256.039011,3505847.806
462,,26,163,512400,1,261635124001,Block Group 1,G5030,S,292111,0,+42.3918018,-082.9523929,Detroit,9364.1126,3143949.324
463,,26,163,512300,2,261635123002,Block Group 2,G5030,S,358429,0,+42.3888389,-082.9634973,Detroit,8856.326761,3857737.077
464,,26,163,512200,1,261635122001,Block Group 1,G5030,S,608255,0,+42.3930578,-082.9743404,Detroit,11076.85904,6546553.752
465,,26,163,512100,3,261635121003,Block Group 3,G5030,S,212550,0,+42.3955736,-082.9667813,Detroit,6332.528916,2287634.863
466,,26,163,512100,1,261635121001,Block Group 1,G5030,S,177586,0,+42.3969142,-082.9632648,Detroit,5891.284129,1911325.494
467,,26,163,512100,5,261635121005,Block Group 5,G5030,S,289757,0,+42.3983700,-082.9589519,Detroit,7157.573601,3118594.43
468,,26,163,512100,4,261635121004,Block Group 4,G5030,S,231619,0,+42.4024107,-082.9624322,Detroit,7228.067839,2492873.972
469,,26,163,511400,2,261635114002,Block Group 2,G5030,S,413038,0,+42.3876675,-083.0831222,Detroit,11591.30237,4445428.7
470,,26,163,511400,4,261635114004,Block Group 4,G5030,S,181600,0,+42.3912221,-083.0798865,Detroit,5772.278188,1954520.223
471,,26,163,511400,3,261635114003,Block Group 3,G5030,S,189510,0,+42.3939430,-083.0817738,Detroit,5874.389418,2039645.655
472,,26,163,511300,1,261635113001,Block Group 1,G5030,S,316673,0,+42.4154923,-083.0470776,Detroit,7975.857546,3408256.185
473,,26,163,511400,5,261635114005,Block Group 5,G5030,S,445910,0,+42.3866051,-083.0768128,Detroit,8919.815909,4799219.335
474,,26,163,511900,2,261635119002,Block Group 2,G5030,S,361632,0,+42.3794670,-083.0758504,Detroit,7945.814629,3892180.376
475,,26,163,511900,1,261635119001,Block Group 1,G5030,S,791047,0,+42.3708072,-083.0700671,Detroit,13206.0343,8513924.141
476,,26,163,532300,1,261635323001,Block Group 1,G5030,S,676333,0,+42.3840376,-083.0891148,Detroit,11661.35392,7279233.086
477,,26,163,512100,2,261635121002,Block Group 2,G5030,S,281910,0,+42.4003567,-082.9684034,Detroit,9565.324344,3034141.247
478,,26,163,522300,2,261635223002,Block Group 2,G5030,S,975125,0,+42.3579237,-083.0989122,Detroit,15193.9332,10495097.18
479,,26,163,506500,3,261635065003,Block Group 3,G5030,S,271317,0,+42.4297620,-083.0511281,Detroit,7500.401456,2920097.5
480,,26,163,506500,2,261635065002,Block Group 2,G5030,S,361409,0,+42.4298610,-083.0463678,Detroit,8236.249426,3889726.259
481,,26,163,506500,1,261635065001,Block Group 1,G5030,S,323217,0,+42.4299885,-083.0412240,Detroit,7931.94266,3478688.108
482,,26,163,506400,3,261635064003,Block Group 3,G5030,S,697753,0,+42.4241408,-083.0528936,Detroit,13378.21094,7509677.608
483,,26,163,506400,2,261635064002,Block Group 2,G5030,S,494901,0,+42.4216701,-083.0612682,Detroit,11958.77174,5326445.779
484,,26,163,506400,1,261635064001,Block Group 1,G5030,S,631936,0,+42.4216252,-083.0446652,Detroit,13622.10616,6801266.941
485,,26,163,506300,2,261635063002,Block Group 2,G5030,S,697129,0,+42.4300082,-083.0335040,Detroit,11438.66832,7502966.21
486,,26,163,506300,1,261635063001,Block Group 1,G5030,S,275647,0,+42.4306808,-083.0263058,Detroit,7977.644102,2966702.375
487,,26,163,506200,2,261635062002,Block Group 2,G5030,S,694001,0,+42.4374225,-083.0338456,Detroit,10913.02297,7469244.898
488,,26,163,506200,1,261635062001,Block Group 1,G5030,S,289483,0,+42.4376169,-083.0265257,Detroit,7691.120795,3115585.653
489,,26,163,506100,2,261635061002,Block Group 2,G5030,S,617527,0,+42.4445055,-083.0344532,Detroit,10348.3174,6646201.825
490,,26,163,506100,1,261635061001,Block Group 1,G5030,S,305079,0,+42.4446926,-083.0270745,Detroit,7612.247541,3283452.461
491,,26,163,505400,4,261635054004,Block Group 4,G5030,S,366513,0,+42.4134933,-082.9948033,Detroit,9077.700176,3944664.329
492,,26,163,505400,1,261635054001,Block Group 1,G5030,S,346673,0,+42.4181703,-082.9983899,Detroit,8044.599539,3731139.297
493,,26,163,505200,1,261635052001,Block Group 1,G5030,S,267661,0,+42.4160838,-083.0025368,Detroit,7749.308207,2880741.609
494,,26,163,505200,4,261635052004,Block Group 4,G5030,S,276885,0,+42.4175824,-083.0085381,Detroit,8348.657275,2980020.302
495,,26,163,505200,3,261635052003,Block Group 3,G5030,S,167896,0,+42.4132734,-083.0051751,Detroit,5412.090679,1807015.796
496,,26,163,505100,5,261635051005,Block Group 5,G5030,S,175345,0,+42.4287408,-083.0222248,Detroit,6961.872578,1887168.755
497,,26,163,505100,4,261635051004,Block Group 4,G5030,S,179160,0,+42.4326486,-083.0208404,Detroit,5913.531345,1928229.619
498,,26,163,505100,3,261635051003,Block Group 3,G5030,S,328078,0,+42.4361044,-083.0198319,Detroit,7579.324629,3530983.958
499,,26,163,546800,4,261635468004,Block Group 4,G5030,S,318228,0,+42.3683417,-083.2337273,Detroit,7851.666147,3425036.095
500,,26,163,985000,1,261639850001,Block Group 1,G5030,S,703655,0,+42.3453308,-083.1280797,Detroit,14380.67369,7573355.624
501,,26,163,525400,3,261635254003,Block Group 3,G5030,S,540611,0,+42.3414158,-083.1096390,Detroit,9898.853179,5818565.008
502,,26,163,524500,2,261635245002,Block Group 2,G5030,S,1908028,71426,+42.2877937,-083.1552153,Detroit,24141.54579,21305038.08
503,,26,163,524900,1,261635249001,Block Group 1,G5030,S,1446685,12909,+42.2959555,-083.1187657,Detroit,17455.52111,15709772.69
504,,26,163,524900,2,261635249002,Block Group 2,G5030,S,2206067,252545,+42.2860907,-083.1265718,Detroit,24194.25151,26462319.08
505,,26,163,524700,6,261635247006,Block Group 6,G5030,S,689816,0,+42.2786108,-083.1479871,Detroit,10988.92604,7424600.949
506,,26,163,526300,3,261635263003,Block Group 3,G5030,S,371076,0,+42.3407906,-083.1418989,Detroit,10992.94683,3993860.384
507,,26,163,530300,1,261635303001,Block Group 1,G5030,S,823336,0,+42.4003191,-083.1277089,Detroit,14267.27505,8861324.294
508,,26,163,530900,3,261635309003,Block Group 3,G5030,S,440917,0,+42.3783726,-083.1259836,Detroit,9812.550334,4745482.232
509,,26,163,530900,2,261635309002,Block Group 2,G5030,S,444776,0,+42.3709654,-083.1233321,Detroit,8823.461792,4787032.68
510,,26,163,505100,2,261635051002,Block Group 2,G5030,S,224759,0,+42.4396008,-083.0207056,Detroit,6563.590582,2419028.482
511,,26,163,504900,4,261635049004,Block Group 4,G5030,S,1204892,0,+42.4264199,-083.0169402,Detroit,16355.29731,12967773.64
512,,26,163,504900,3,261635049003,Block Group 3,G5030,S,645938,0,+42.4234681,-083.0090165,Detroit,10565.37321,6951990.345
513,,26,163,504900,2,261635049002,Block Group 2,G5030,S,200082,0,+42.4289517,-083.0074406,Detroit,5901.968086,2153408.465
514,,26,163,504900,1,261635049001,Block Group 1,G5030,S,198138,0,+42.4325529,-083.0076039,Detroit,5872.136299,2132483.2
515,,26,163,504800,2,261635048002,Block Group 2,G5030,S,596880,0,+42.4147997,-083.0198108,Detroit,10710.19022,6424052.367
516,,26,163,504800,1,261635048001,Block Group 1,G5030,S,2562628,0,+42.4076115,-083.0118701,Detroit,25638.71395,27580808.69
517,,26,163,504700,3,261635047003,Block Group 3,G5030,S,345689,0,+42.3970153,-083.0150384,Detroit,8592.402348,3720565.528
518,,26,163,504700,2,261635047002,Block Group 2,G5030,S,372874,0,+42.3970865,-083.0201761,Detroit,8477.87235,4013129.922
519,,26,163,504700,1,261635047001,Block Group 1,G5030,S,593209,0,+42.3906344,-083.0167475,Detroit,11048.68841,6384569.309
520,,26,163,536300,6,261635363006,Block Group 6,G5030,S,408071,0,+42.4037351,-083.1501241,Detroit,12399.17486,4391923.722
521,,26,163,536300,5,261635363005,Block Group 5,G5030,S,142768,0,+42.4073299,-083.1582311,Detroit,5301.984582,1536555.059
522,,26,163,536300,4,261635363004,Block Group 4,G5030,S,145964,0,+42.4071875,-083.1549457,Detroit,6768.532059,1570973.704
523,,26,163,536300,3,261635363003,Block Group 3,G5030,S,213012,0,+42.4074652,-083.1510650,Detroit,6101.396038,2292599.68
524,,26,163,536300,2,261635363002,Block Group 2,G5030,S,167835,0,+42.4061088,-083.1429170,Detroit,9768.381756,1806365.029
525,,26,163,536300,1,261635363001,Block Group 1,G5030,S,206874,0,+42.4079722,-083.1435887,Detroit,6411.372058,2226534.721
526,,26,163,536100,3,261635361003,Block Group 3,G5030,S,402585,0,+42.4146051,-083.1556448,Detroit,8449.171545,4332891.306
527,,26,163,536100,2,261635361002,Block Group 2,G5030,S,202229,0,+42.4109734,-083.1555240,Detroit,6678.459723,2176537.347
528,,26,163,536100,1,261635361001,Block Group 1,G5030,S,403567,0,+42.4134671,-083.1480345,Detroit,8581.427753,4343443.069
529,,26,163,535700,2,261635357002,Block Group 2,G5030,S,239234,0,+42.3624101,-083.1660253,Detroit,7237.763775,2574833.415
530,,26,163,535700,1,261635357001,Block Group 1,G5030,S,410981,0,+42.3624751,-083.1611426,Detroit,8655.976573,4423322.091
531,,26,163,535600,4,261635356004,Block Group 4,G5030,S,431557,0,+42.3564081,-083.1627279,Detroit,8853.057511,4644773.51
532,,26,163,535600,3,261635356003,Block Group 3,G5030,S,217144,0,+42.3528095,-083.1625211,Detroit,7082.143119,2337093.474
533,,26,163,535500,2,261635355002,Block Group 2,G5030,S,323162,0,+42.3570945,-083.1894944,Detroit,10595.18049,3478142.631
534,,26,163,535500,1,261635355001,Block Group 1,G5030,S,239011,0,+42.3533845,-083.1940714,Detroit,6450.770306,2572445.314
535,,26,163,535500,3,261635355003,Block Group 3,G5030,S,415872,0,+42.3535216,-083.1867628,Detroit,8615.82927,4475978.34
536,,26,163,535400,2,261635354002,Block Group 2,G5030,S,215235,0,+42.3594391,-083.1921820,Detroit,7023.909914,2316532.095
537,,26,163,535400,1,261635354001,Block Group 1,G5030,S,769828,0,+42.3626034,-083.1890379,Detroit,13273.56803,8285533.446
538,,26,163,535300,4,261635353004,Block Group 4,G5030,S,215348,0,+42.3690872,-083.1925098,Detroit,7043.293186,2317761.002
539,,26,163,535300,3,261635353003,Block Group 3,G5030,S,215876,0,+42.3690043,-083.1957728,Detroit,7021.367859,2323445.589
540,,26,163,535300,2,261635353002,Block Group 2,G5030,S,216091,0,+42.3691692,-083.1892549,Detroit,7043.800991,2325744.593
541,,26,163,546800,3,261635468003,Block Group 3,G5030,S,434101,0,+42.3681565,-083.2278890,Detroit,8788.978993,4672146.793
542,,26,163,546800,2,261635468002,Block Group 2,G5030,S,201441,0,+42.3674268,-083.2222575,Detroit,8923.185141,2168079.619
543,,26,163,546800,1,261635468001,Block Group 1,G5030,S,346471,0,+42.3744156,-083.2329358,Detroit,8910.796344,3729000.527
544,,26,163,546700,5,261635467005,Block Group 5,G5030,S,235955,0,+42.3630635,-083.2287544,Detroit,6523.43693,2539569.174
545,,26,163,546700,4,261635467004,Block Group 4,G5030,S,238231,0,+42.3611683,-083.2341723,Detroit,7175.010743,2564062.878
546,,26,163,546700,3,261635467003,Block Group 3,G5030,S,243243,0,+42.3594757,-083.2286353,Detroit,6597.936256,2617986.496
547,,26,163,546700,2,261635467002,Block Group 2,G5030,S,273728,0,+42.3596405,-083.2209261,Detroit,7043.999948,2946104.39
548,,26,163,546700,1,261635467001,Block Group 1,G5030,S,287229,0,+42.3631145,-083.2206575,Detroit,9968.433059,3091404.725
549,,26,163,513700,1,261635137001,Block Group 1,G5030,S,2192800,505795,+42.3600309,-082.9650435,Detroit,21762.86689,29044760.9
550,,26,163,985100,1,261639851001,Block Group 1,G5030,S,2925019,0,+42.3777226,-083.0564328,Detroit,36279.42856,31481360.91
551,,26,163,530900,1,261635309001,Block Group 1,G5030,S,376758,0,+42.3768379,-083.1300925,Detroit,9351.581501,4054994.105
552,,26,163,539600,2,261635396002,Block Group 2,G5030,S,457122,0,+42.4265468,-083.1859658,Detroit,9736.868051,4919847.653
553,,26,163,543100,2,261635431002,Block Group 2,G5030,S,443072,0,+42.4127585,-083.2233255,Detroit,8775.319025,4768651.786
554,,26,163,540500,1,261635405001,Block Group 1,G5030,S,690826,1896,+42.4190475,-083.2243522,Detroit,10941.84728,7455534.854
555,,26,163,543100,1,261635431001,Block Group 1,G5030,S,505909,0,+42.4125726,-083.2328852,Detroit,9445.802971,5444939.689
556,,26,163,543000,2,261635430002,Block Group 2,G5030,S,399584,0,+42.4072901,-083.2225991,Detroit,12967.28273,4300602.906
557,,26,163,545300,2,261635453002,Block Group 2,G5030,S,492956,0,+42.3614462,-083.2128341,Detroit,9865.311192,5305634.436
558,,26,163,542700,1,261635427001,Block Group 1,G5030,S,1414948,0,+42.3824612,-083.2268100,Detroit,15821.03502,15228726.64
559,,26,163,535300,1,261635353001,Block Group 1,G5030,S,328036,0,+42.3692182,-083.1851533,Detroit,7945.220602,3530592.472
560,,26,163,535200,4,261635352004,Block Group 4,G5030,S,421832,0,+42.3820448,-083.1747081,Detroit,10370.94619,4540086.963
561,,26,163,535200,3,261635352003,Block Group 3,G5030,S,330527,0,+42.3765721,-083.1806207,Detroit,7922.41953,3557392.744
562,,26,163,535200,2,261635352002,Block Group 2,G5030,S,214687,0,+42.3743205,-083.1731249,Detroit,7044.529381,2310645.968
563,,26,163,535200,1,261635352001,Block Group 1,G5030,S,439359,0,+42.3779506,-083.1732443,Detroit,8875.758285,4728703.97
564,,26,163,535100,2,261635351002,Block Group 2,G5030,S,646296,0,+42.3694339,-083.1778189,Detroit,10574.19831,6955986.127
565,,26,163,535100,1,261635351001,Block Group 1,G5030,S,324513,0,+42.3695675,-083.1704917,Detroit,7922.085446,3492671.433
566,,26,163,535000,1,261635350001,Block Group 1,G5030,S,317138,0,+42.3548582,-083.1797223,Detroit,7858.210366,3413317.477
567,,26,163,534700,4,261635347004,Block Group 4,G5030,S,553683,0,+42.3626322,-083.1539321,Detroit,9797.527914,5959207.391
568,,26,163,534700,3,261635347003,Block Group 3,G5030,S,213438,0,+42.3565539,-083.1553626,Detroit,6149.239409,2297203.454
569,,26,163,534700,2,261635347002,Block Group 2,G5030,S,173621,0,+42.3529969,-083.1536372,Detroit,6020.733708,1868660.008
570,,26,163,534700,1,261635347001,Block Group 1,G5030,S,133179,0,+42.3566641,-083.1514180,Detroit,5143.157588,1433388.422
